3633857,4.0
3633865,3.0
3633872,4.0
3633881,4.0
3633889,4.0
3633897,4.0
3633905,6.0
3633914,2.0
3633922,4.0
3633930,3.0
3633938,3.0
3633946,4.0
3633955,4.0
3633962,4.0
3633970,5.0
3633977,3.0
3633982,3.0
3633986,3.0
3633990,3.0
3633995,4.0
3633999,4.0
3634003,4.0
3634008,6.0
3634012,4.0
3634016,3.0
3634020,4.0
3634024,4.0
3634029,4.0
3634033,4.0
3634037,4.0
3634041,4.0
3634046,4.0
3634050,4.0
3634054,3.0
3634058,4.0
3634061,4.0
3634065,4.0
3634069,3.0
3634073,5.0
3634077,4.0
3634082,4.0
3634086,4.0
3634090,4.0
3634094,4.0
3634098,4.0
3634102,4.0
3634106,5.0
3634111,4.0
3634115,3.0
3634119,4.0
3634123,3.0
3634127,4.0
3634131,3.0
3634135,4.0
3634139,4.0
3634143,4.0
3634147,3.0
3634151,3.0
3634156,4.0
3634160,4.0
3634164,4.0
3634168,4.0
3634172,5.0
3634176,3.0
3634180,4.0
3634184,3.0
3634188,4.0
3634193,3.0
3634196,3.0
3634200,4.0
3634205,5.0
3634209,3.0
3634213,4.0
3634217,4.0
3634221,3.0
3634225,3.0
3634230,3.0
3634234,3.0
3634238,5.0
3634242,4.0
3634246,4.0
3634250,3.0
3634255,4.0
3634259,4.0
3634263,3.0
3634267,4.0
3634272,5.0
3634276,4.0
3634280,4.0
3634284,3.0
3634288,4.0
3634292,3.0
3634296,4.0
3634300,3.0
3634304,5.0
3634309,4.0
3634314,4.0
3634318,4.0
3634322,4.0
3634326,4.0
3634330,4.0
3634334,4.0
3634338,5.0
3634342,3.0
3634346,4.0
3634350,4.0
3634355,3.0
3634359,4.0
3634363,4.0
3634367,4.0
3634371,6.0
3634375,3.0
3634379,3.0
3634384,4.0
3634388,3.0
3634392,3.0
3634396,4.0
3634400,4.0
3634404,4.0
3634408,4.0
3634412,4.0
3634416,4.0
3634420,4.0
3634425,3.0
3634429,3.0
3634433,4.0
3634437,5.0
3634441,4.0
3634446,3.0
3634450,4.0
3634454,4.0
3634458,4.0
3634462,3.0
3634466,3.0
3634470,4.0
3634474,3.0
3634478,4.0
3634482,3.0
3634487,4.0
3634491,4.0
3634496,3.0
3634500,3.0
3634504,5.0
3634508,3.0
3634513,3.0
3634517,3.0
3634522,3.0
3634526,4.0
3634530,4.0
3634534,3.0
3634538,5.0
3634542,3.0
3634546,4.0
3634550,3.0
3634554,3.0
3634558,3.0
3634562,4.0
3634565,4.0
3634569,5.0
3634573,4.0
3634576,3.0
3634580,4.0
3634584,4.0
3634587,4.0
3634591,4.0
3634594,4.0
3634598,5.0
3634601,3.0
3634605,3.0
3634608,4.0
3634612,4.0
3634615,4.0
3634619,3.0
3634623,4.0
3634627,5.0
3634630,4.0
3634634,4.0
3634638,4.0
3634642,3.0
3634645,4.0
3634649,4.0
3634653,4.0
3634657,4.0
3634662,4.0
3634667,4.0
3634671,4.0
3634675,3.0
3634678,3.0
3634682,3.0
3634685,3.0
3634689,4.0
3634693,4.0
3634697,3.0
3634701,3.0
3634705,4.0
3634708,4.0
3634712,3.0
3634716,4.0
3634719,5.0
3634723,3.0
3634726,3.0
3634730,3.0
3634734,3.0
3634738,4.0
3634741,3.0
3634745,4.0
3634748,5.0
3634752,4.0
3634755,3.0
3634759,4.0
3634764,3.0
3634768,3.0
3634771,3.0
3634775,4.0
3634779,5.0
3634782,3.0
3634786,4.0
3634789,4.0
3634793,4.0
3634796,4.0
3634800,3.0
3634804,4.0
3634807,5.0
3634811,3.0
3634815,4.0
3634819,4.0
3634822,4.0
3634826,4.0
3634830,4.0
3634834,3.0
3634838,5.0
3634841,3.0
3634845,3.0
3634848,4.0
3634852,4.0
3634855,4.0
3634859,3.0
3634863,4.0
3634866,5.0
3634870,3.0
3634873,3.0
3634877,4.0
3634881,3.0
3634884,4.0
3634888,3.0
3634892,4.0
3634896,5.0
3634900,3.0
3634903,4.0
3634907,4.0
3634911,4.0
3634914,4.0
3634918,3.0
3634921,4.0
3634925,5.0
3634928,4.0
3634932,4.0
3634936,3.0
3634939,4.0
3634943,4.0
3634946,3.0
3634950,4.0
3634953,5.0
3634957,3.0
3634961,3.0
3634965,3.0
3634968,4.0
3634972,4.0
3634976,4.0
3634980,4.0
3634983,5.0
3634987,4.0
3634990,4.0
3634994,4.0
3634998,3.0
3635002,4.0
3635005,3.0
3635008,4.0
3635012,5.0
3635015,4.0
3635019,3.0
3635022,4.0
3635026,3.0
3635032,4.0
3635036,4.0
3635040,3.0
3635045,4.0
3635049,4.0
3635052,4.0
3635053,3.0
3635057,4.0
3635060,4.0
3635065,4.0
3635068,4.0
3635072,5.0
3635076,5.0
3635080,4.0
3635083,4.0
3635088,4.0
3635092,3.0
3635096,4.0
3635100,5.0
3635104,4.0
3635107,3.0
3635111,3.0
3635115,4.0
3635118,5.0
3635125,4.0
3635136,4.0
3635149,5.0
3635159,3.0
3635169,3.0
3635179,4.0
3635188,4.0
3635206,4.0
3635210,3.0
3635221,4.0
3635226,5.0
3635236,3.0
3635254,3.0
3635258,3.0
3635266,3.0
3635276,3.0
3635284,4.0
3635293,4.0
3635305,5.0
3635312,4.0
3635320,3.0
3635332,4.0
3635338,4.0
3635347,4.0
3635358,4.0
3635369,4.0
3635376,5.0
3635385,3.0
3635395,4.0
3635433,3.0
3635436,4.0
3635440,3.0
3635449,4.0
3635457,5.0
3635469,6.0
3635476,4.0
3635485,4.0
3635496,4.0
3635510,4.0
3635518,5.0
3635540,4.0
3635551,4.0
3635558,5.0
3635570,3.0
3635589,4.0
3635597,4.0
3635610,4.0
3635615,4.0
3635636,4.0
3635645,4.0
3635654,5.0
3635663,4.0
3635684,3.0
3635694,4.0
3635703,4.0
3635743,4.0
3635747,4.0
3635751,4.0
3635759,5.0
3635769,4.0
3635782,5.0
3635790,4.0
3635799,5.0
3635812,4.0
3635830,4.0
3635836,4.0
3635846,4.0
3635896,4.0
3635900,4.0
3635909,3.0
3635921,4.0
3635925,4.0
3635934,4.0
3635943,4.0
3635952,4.0
3635962,4.0
3635972,3.0
3635999,4.0
3636007,4.0
3636019,4.0
3636029,3.0
3636035,4.0
3636044,5.0
3636053,3.0
3636065,3.0
3636083,4.0
3636093,3.0
3636102,4.0
3636112,3.0
3636132,3.0
3636139,5.0
3636149,4.0
3636159,3.0
3636180,3.0
3636190,4.0
3636198,4.0
3636207,5.0
3636217,4.0
3636239,5.0
3636248,3.0
3636256,4.0
3636265,3.0
3636288,4.0
3636301,4.0
3636306,4.0
3636315,4.0
3636326,5.0
3636347,4.0
3636354,4.0
3636364,4.0
3636382,4.0
3636393,4.0
3636404,4.0
3636412,3.0
3636432,5.0
3636441,4.0
3636451,4.0
3636459,4.0
3636494,4.0
3636497,5.0
